id,language,text,word,complexity
en_270,romanian,"Hidrogenul său este ușor de îndepărtat, astfel încât serina și treonina acționează adesea ca donatori de hidrogen în enzime.",Hidrogenul,0.2
en_271,romanian,"Hidrogenul său este ușor de îndepărtat, astfel încât serina și treonina acționează adesea ca donatori de hidrogen în enzime.",donatori,0.1
en_272,romanian,"Hidrogenul său este ușor de îndepărtat, astfel încât serina și treonina acționează adesea ca donatori de hidrogen în enzime.",serina,1.0
en_273,romanian,"James a fost răsturnat (din punct de vedere tehnic a fost abdicat de Parlament) în Revoluția Glorioasă din 1688, care a avut loc fără vărsare de sânge.",răsturnat,0.2
en_274,romanian,"James a fost răsturnat (din punct de vedere tehnic a fost abdicat de Parlament) în Revoluția Glorioasă din 1688, care a avut loc fără vărsare de sânge.",tehnic,0.1
en_275,romanian,"James a fost răsturnat (din punct de vedere tehnic a fost abdicat de Parlament) în Revoluția Glorioasă din 1688, care a avut loc fără vărsare de sânge.",abdicat,0.2
en_276,romanian,"În cele din urmă, studiul a analizat conversia fosfolipidelor bogate în polinesaturate în triacilgliceride prin intermediul unei căi a fosfolipazei C.",analizat,0.0
en_277,romanian,"În cele din urmă, studiul a analizat conversia fosfolipidelor bogate în polinesaturate în triacilgliceride prin intermediul unei căi a fosfolipazei C.",bogate,0.0
en_278,romanian,"În cele din urmă, studiul a analizat conversia fosfolipidelor bogate în polinesaturate în triacilgliceride prin intermediul unei căi a fosfolipazei C.",fosfolipazei,1.0
en_279,romanian,"Structurile cu puncte Lewis sunt utile pentru a introduce ideea de covalență și de legătură în moleculele mici, dar alte tipuri de modele au o capacitate mult mai mare de a comunica concepte chimice.",comunica,0.0
en_280,romanian,"Structurile cu puncte Lewis sunt utile pentru a introduce ideea de covalență și de legătură în moleculele mici, dar alte tipuri de modele au o capacitate mult mai mare de a comunica concepte chimice.",legătură,0.3
en_281,romanian,"Structurile cu puncte Lewis sunt utile pentru a introduce ideea de covalență și de legătură în moleculele mici, dar alte tipuri de modele au o capacitate mult mai mare de a comunica concepte chimice.",covalență,1.0
en_282,romanian,"Ca și în cazul creării de tablouri fără alocare dinamică, programatorul trebuie să inițializeze tabloul cu valori sensibile înainte de a-l utiliza.",tabloul,0.4
en_283,romanian,"Ca și în cazul creării de tablouri fără alocare dinamică, programatorul trebuie să inițializeze tabloul cu valori sensibile înainte de a-l utiliza.",dinamică,0.4
en_284,romanian,"Ca și în cazul creării de tablouri fără alocare dinamică, programatorul trebuie să inițializeze tabloul cu valori sensibile înainte de a-l utiliza.",tablouri,0.4
en_285,romanian,"Poșta este generată intern de către sistemul Postfix însuși, pentru a notifica poștașul despre o problemă (această cale este, de asemenea, indicată cu săgeata fără etichetă).",generată,0.0
en_286,romanian,"Poșta este generată intern de către sistemul Postfix însuși, pentru a notifica poștașul despre o problemă (această cale este, de asemenea, indicată cu săgeata fără etichetă).",poștașul,0.0
en_287,romanian,"Poșta este generată intern de către sistemul Postfix însuși, pentru a notifica poștașul despre o problemă (această cale este, de asemenea, indicată cu săgeata fără etichetă).",notifica,0.0
en_288,romanian,Multe federații folosesc aceste subvenții pentru a corecta dezechilibrele dintre impozite și cheltuieli la diferite niveluri de guvernare.,cheltuieli,0.0
en_289,romanian,Multe federații folosesc aceste subvenții pentru a corecta dezechilibrele dintre impozite și cheltuieli la diferite niveluri de guvernare.,federații,0.0
en_290,romanian,Multe federații folosesc aceste subvenții pentru a corecta dezechilibrele dintre impozite și cheltuieli la diferite niveluri de guvernare.,subvenții,0.1
en_291,romanian,"Multe protiste de apă dulce au vacuole contractile care pompează excesul de apă din celulă, menținând astfel o concentrație adecvată de ioni și molecule în interiorul celulei.",vacuole,1.0
en_292,romanian,"Multe protiste de apă dulce au vacuole contractile care pompează excesul de apă din celulă, menținând astfel o concentrație adecvată de ioni și molecule în interiorul celulei.",protiste,1.0
en_293,romanian,"Multe protiste de apă dulce au vacuole contractile care pompează excesul de apă din celulă, menținând astfel o concentrație adecvată de ioni și molecule în interiorul celulei.",astfel,0.0
en_294,romanian,"Laptele este un aliment nutritiv valoros, oferind vitamine și grăsimi esențiale celor care îl pot digera în mod corespunzător.",grăsimi,0.0
en_295,romanian,"Laptele este un aliment nutritiv valoros, oferind vitamine și grăsimi esențiale celor care îl pot digera în mod corespunzător.",nutritiv,0.0
en_296,romanian,"Laptele este un aliment nutritiv valoros, oferind vitamine și grăsimi esențiale celor care îl pot digera în mod corespunzător.",corespunzător,0.0
en_297,romanian,"Utilizarea modernă a emoticoanelor în discuțiile electronice se datorează, în general, unei propuneri din 1982.>>",electronice,0.0
en_298,romanian,"Utilizarea modernă a emoticoanelor în discuțiile electronice se datorează, în general, unei propuneri din 1982.>>",emoticoanelor,0.0
en_299,romanian,"Utilizarea modernă a emoticoanelor în discuțiile electronice se datorează, în general, unei propuneri din 1982.>>",datorează,0.0
en_300,romanian,"Cele mai multe interogări DNS (cum ar fi cererile de rezolvare a numelui) utilizează conexiuni UDP, deoarece cantitatea de date transferate este mică, iar stabilirea sesiunii ar introduce un trafic și o sarcină inutile asupra serverelor de nume.",introduce,0.0
en_301,romanian,"Cele mai multe interogări DNS (cum ar fi cererile de rezolvare a numelui) utilizează conexiuni UDP, deoarece cantitatea de date transferate este mică, iar stabilirea sesiunii ar introduce un trafic și o sarcină inutile asupra serverelor de nume.",inutile,0.0
en_302,romanian,"Cele mai multe interogări DNS (cum ar fi cererile de rezolvare a numelui) utilizează conexiuni UDP, deoarece cantitatea de date transferate este mică, iar stabilirea sesiunii ar introduce un trafic și o sarcină inutile asupra serverelor de nume.",trafic,0.1
en_303,romanian,Conflictele multiple consecutive sunt observate și vor genera un mesaj ușor diferit.,consecutive,0.0
en_304,romanian,Conflictele multiple consecutive sunt observate și vor genera un mesaj ușor diferit.,Conflictele,0.0
en_305,romanian,Conflictele multiple consecutive sunt observate și vor genera un mesaj ușor diferit.,ușor,0.0
en_306,romanian,"Aproape de sfârșitul războiului, Germania încearcă să lupte pentru o ultimă luptă cu Aliații.",încearcă,0.0
en_307,romanian,"Aproape de sfârșitul războiului, Germania încearcă să lupte pentru o ultimă luptă cu Aliații.",lupte,0.0
en_308,romanian,"Aproape de sfârșitul războiului, Germania încearcă să lupte pentru o ultimă luptă cu Aliații.",luptă,0.0
en_309,romanian,"Două sau mai multe state nu vor încheia niciun tratat, confederație sau alianță între ele, fără consimțământul Statelor Unite în Congresul reunit, specificând cu exactitate scopurile pentru care se încheie și durata de valabilitate a acestuia.",scopurile,0.0
en_31,romanian,"După ce Ron aproape că moare bând mied otrăvit, care aparent era destinat profesorului Dumbledore, Hermione este atât de tulburată, încât pune capăt conflictului lor pentru totdeauna.",tulburată,0.0
en_310,romanian,"Două sau mai multe state nu vor încheia niciun tratat, confederație sau alianță între ele, fără consimțământul Statelor Unite în Congresul reunit, specificând cu exactitate scopurile pentru care se încheie și durata de valabilitate a acestuia.",alianță,0.0
en_311,romanian,"Două sau mai multe state nu vor încheia niciun tratat, confederație sau alianță între ele, fără consimțământul Statelor Unite în Congresul reunit, specificând cu exactitate scopurile pentru care se încheie și durata de valabilitate a acestuia.",exactitate,0.0
en_312,romanian,"Adesea, paginile de discuții ale subiectelor controversate pot fi foarte intens utilizate.",discuții,0.0
en_313,romanian,"Adesea, paginile de discuții ale subiectelor controversate pot fi foarte intens utilizate.",subiectelor,0.0
en_314,romanian,"Adesea, paginile de discuții ale subiectelor controversate pot fi foarte intens utilizate.",intens,0.0
en_315,romanian,"Pe partea germană, însă, s-a format un decalaj între cele mai vestice corpuri de armată, iar înaintarea rapidă a epuizat trupele.",înaintarea,0.0
en_316,romanian,"Pe partea germană, însă, s-a format un decalaj între cele mai vestice corpuri de armată, iar înaintarea rapidă a epuizat trupele.",vestice,0.0
en_317,romanian,"Pe partea germană, însă, s-a format un decalaj între cele mai vestice corpuri de armată, iar înaintarea rapidă a epuizat trupele.",rapidă,0.0
en_318,romanian,"Un lucru important de menționat este faptul că caracterele pentru numerale sunt reprezentate diferit de numărul lor corespunzător, i.e.",menționat,0.0
en_319,romanian,"Un lucru important de menționat este faptul că caracterele pentru numerale sunt reprezentate diferit de numărul lor corespunzător, i.e.",corespunzător,0.0
en_32,romanian,"După ce Ron aproape că moare bând mied otrăvit, care aparent era destinat profesorului Dumbledore, Hermione este atât de tulburată, încât pune capăt conflictului lor pentru totdeauna.",bând,0.0
en_320,romanian,"Un lucru important de menționat este faptul că caracterele pentru numerale sunt reprezentate diferit de numărul lor corespunzător, i.e.",numerale,0.1
en_321,romanian,"La o săptămână de la ultimul comentariu, dacă participanții au ajuns în mare parte la un consens cu privire la ceea ce trebuie făcut, un administrator va lua măsuri.",ajuns,0.0
en_322,romanian,"La o săptămână de la ultimul comentariu, dacă participanții au ajuns în mare parte la un consens cu privire la ceea ce trebuie făcut, un administrator va lua măsuri.",participanții,0.0
en_323,romanian,"La o săptămână de la ultimul comentariu, dacă participanții au ajuns în mare parte la un consens cu privire la ceea ce trebuie făcut, un administrator va lua măsuri.",consens,0.3
en_324,romanian,"Doar Piatra Învierii i se pare dubioasă pentru Hermione, deși Harry speră că aceasta i-ar putea învia părinții morți.",speră,0.0
en_325,romanian,"Doar Piatra Învierii i se pare dubioasă pentru Hermione, deși Harry speră că aceasta i-ar putea învia părinții morți.",învia,0.0
en_326,romanian,"Doar Piatra Învierii i se pare dubioasă pentru Hermione, deși Harry speră că aceasta i-ar putea învia părinții morți.",dubioasă,0.0
en_327,romanian,"Chimia organică se concentrează asupra carbonului și urmărește mișcarea electronilor în lanțurile și inelele de carbon, precum și modul în care electronii sunt împărțiți cu alți atomi de carbon și heteroatomi.",concentrează,0.0
en_328,romanian,"Chimia organică se concentrează asupra carbonului și urmărește mișcarea electronilor în lanțurile și inelele de carbon, precum și modul în care electronii sunt împărțiți cu alți atomi de carbon și heteroatomi.",împărțiți,0.0
en_329,romanian,"Chimia organică se concentrează asupra carbonului și urmărește mișcarea electronilor în lanțurile și inelele de carbon, precum și modul în care electronii sunt împărțiți cu alți atomi de carbon și heteroatomi.",atomi,0.2
en_33,romanian,"După război, Hitler a rămas în armată și, după ce a primit cursuri de informații și oratorie, a devenit ofițer de informații însărcinat cu infiltrarea în partidele politice și cu raportarea către superiorii săi cu privire la activitățile acestora.",oratorie,0.3
en_330,romanian,"În timp, carnea se înmoaie și își dezvoltă mai mult gustul, iar pentru anumite tipuri de carne acest proces poate fi prelungit cu grijă printr-un proces numit învechire.",înmoaie,0.0
en_331,romanian,"În timp, carnea se înmoaie și își dezvoltă mai mult gustul, iar pentru anumite tipuri de carne acest proces poate fi prelungit cu grijă printr-un proces numit învechire.",prelungit,0.0
en_332,romanian,"În timp, carnea se înmoaie și își dezvoltă mai mult gustul, iar pentru anumite tipuri de carne acest proces poate fi prelungit cu grijă printr-un proces numit învechire.",grijă,0.0
en_333,romanian,Imaginați-vă că deschideți capota unei mașini și găsiți o mașină de spălat în locul motorului.,spălat,0.0
en_334,romanian,Imaginați-vă că deschideți capota unei mașini și găsiți o mașină de spălat în locul motorului.,motorului,0.0
en_335,romanian,Imaginați-vă că deschideți capota unei mașini și găsiți o mașină de spălat în locul motorului.,capota,0.0
en_336,romanian,"Proiectele de lege private afectează o anumită companie, persoană sau altă entitate (de exemplu, autorizarea unor construcții majore pe anumite terenuri publice).",entitate,0.2
en_337,romanian,"Proiectele de lege private afectează o anumită companie, persoană sau altă entitate (de exemplu, autorizarea unor construcții majore pe anumite terenuri publice).",anumite,0.0
en_338,romanian,"Proiectele de lege private afectează o anumită companie, persoană sau altă entitate (de exemplu, autorizarea unor construcții majore pe anumite terenuri publice).",construcții,0.0
en_339,romanian,"Cu dimensiuni variate, de la lacuri de mari dimensiuni și văi închise la iazuri în miniatură, aceste depresiuni au fost lăsate de gheața îngropată care s-a topit în cele din urmă.",urmă,0.0
en_34,romanian,"După război, Hitler a rămas în armată și, după ce a primit cursuri de informații și oratorie, a devenit ofițer de informații însărcinat cu infiltrarea în partidele politice și cu raportarea către superiorii săi cu privire la activitățile acestora.",raportarea,0.2
en_340,romanian,"Cu dimensiuni variate, de la lacuri de mari dimensiuni și văi închise la iazuri în miniatură, aceste depresiuni au fost lăsate de gheața îngropată care s-a topit în cele din urmă.",depresiuni,0.4
en_341,romanian,"Cu dimensiuni variate, de la lacuri de mari dimensiuni și văi închise la iazuri în miniatură, aceste depresiuni au fost lăsate de gheața îngropată care s-a topit în cele din urmă.",lacuri,0.0
en_342,romanian,"Nu uitați că textul va curge și se va înfășura diferit pentru alți utilizatori, în funcție de browserul ales rezoluția ecranului, dimensiunea implicită a fontului, opțiunile de accesibilitate, numărul de bare de instrumente și bare laterale (cum ar fi panourile de mesagerie instantanee) și altele.",ales,0.0
en_343,romanian,"Nu uitați că textul va curge și se va înfășura diferit pentru alți utilizatori, în funcție de browserul ales rezoluția ecranului, dimensiunea implicită a fontului, opțiunile de accesibilitate, numărul de bare de instrumente și bare laterale (cum ar fi panourile de mesagerie instantanee) și altele.",înfășura,0.2
en_344,romanian,"Nu uitați că textul va curge și se va înfășura diferit pentru alți utilizatori, în funcție de browserul ales rezoluția ecranului, dimensiunea implicită a fontului, opțiunile de accesibilitate, numărul de bare de instrumente și bare laterale (cum ar fi panourile de mesagerie instantanee) și altele.",implicită,0.2
en_345,romanian,Respirația de salvare este utilizată dacă victima nu începe să respire atunci când se deschid căile respiratorii.,Respirația,0.0
en_346,romanian,Respirația de salvare este utilizată dacă victima nu începe să respire atunci când se deschid căile respiratorii.,victima,0.0
en_347,romanian,Respirația de salvare este utilizată dacă victima nu începe să respire atunci când se deschid căile respiratorii.,începe,0.0
en_348,romanian,"Tampoanele sensibile ale degetelor noastre, folosite ca antene tactile, detectează cea mai mică tresărire, încordare sau ezitare de răspuns.",ezitare,0.1
en_349,romanian,"Tampoanele sensibile ale degetelor noastre, folosite ca antene tactile, detectează cea mai mică tresărire, încordare sau ezitare de răspuns.",degetelor,0.0
en_35,romanian,"După război, Hitler a rămas în armată și, după ce a primit cursuri de informații și oratorie, a devenit ofițer de informații însărcinat cu infiltrarea în partidele politice și cu raportarea către superiorii săi cu privire la activitățile acestora.",infiltrarea,0.0
en_350,romanian,"Tampoanele sensibile ale degetelor noastre, folosite ca antene tactile, detectează cea mai mică tresărire, încordare sau ezitare de răspuns.",mică,0.0
en_351,romanian,"Ea aranjează împrumutul unui reparator de la un concurent, dar între timp organizează un număr mare de oameni cu lanterne într-un sistem manual de semnalizare.",manual,0.0
en_352,romanian,"Ea aranjează împrumutul unui reparator de la un concurent, dar între timp organizează un număr mare de oameni cu lanterne într-un sistem manual de semnalizare.",aranjează,0.0
en_353,romanian,"Ea aranjează împrumutul unui reparator de la un concurent, dar între timp organizează un număr mare de oameni cu lanterne într-un sistem manual de semnalizare.",organizează,0.0
en_354,romanian,"Fusese surprinsă de faptul că Taggart trecuse într-o zi, din senin, prin camera ei de mahala.",mahala,0.1
en_355,romanian,"Fusese surprinsă de faptul că Taggart trecuse într-o zi, din senin, prin camera ei de mahala.",surprinsă,0.0
en_356,romanian,"Fusese surprinsă de faptul că Taggart trecuse într-o zi, din senin, prin camera ei de mahala.",trecuse,0.0
en_357,romanian,"Deoarece majoritatea manualelor sunt elaborate de către sau pe baza contribuțiilor experților în domeniu, această cerință este, de obicei, bine respectată.",respectată,0.1
en_358,romanian,"Deoarece majoritatea manualelor sunt elaborate de către sau pe baza contribuțiilor experților în domeniu, această cerință este, de obicei, bine respectată.",manualelor,0.0
en_359,romanian,"Deoarece majoritatea manualelor sunt elaborate de către sau pe baza contribuțiilor experților în domeniu, această cerință este, de obicei, bine respectată.",contribuțiilor,0.1
en_36,romanian,"Toate celelalte lucruri rămânând fel, nucleofilele sunt, în general, comparate între ele în ceea ce privește reactivitatea relativă.",relativă,0.2
en_360,romanian,Deoarece ideea elementară de funcții este mai bine înțeleasă din punct de vedere clasic o vom folosi în continuare.,clasic,0.1
en_361,romanian,Deoarece ideea elementară de funcții este mai bine înțeleasă din punct de vedere clasic o vom folosi în continuare.,elementară,0.2
en_362,romanian,Deoarece ideea elementară de funcții este mai bine înțeleasă din punct de vedere clasic o vom folosi în continuare.,înțeleasă,0.0
en_363,romanian,"Unele dintre aceste variații se referă la comisioane, protecția împotriva descoperirilor de cont, soldurile minime, legăturile permise între conturi (de exemplu, conturi curente și de economii) și regulile de deschidere a contului.",descoperirilor,0.4
en_364,romanian,"Unele dintre aceste variații se referă la comisioane, protecția împotriva descoperirilor de cont, soldurile minime, legăturile permise între conturi (de exemplu, conturi curente și de economii) și regulile de deschidere a contului.",minime,0.0
en_365,romanian,"Unele dintre aceste variații se referă la comisioane, protecția împotriva descoperirilor de cont, soldurile minime, legăturile permise între conturi (de exemplu, conturi curente și de economii) și regulile de deschidere a contului.",curente,0.2
en_366,romanian,"Este posibil ca unele părți să nu fie consumate niciodată, iar altele nu sunt procesate în mod normal ca și carne cușer în Statele Unite, din cauza muncii suplimentare pe care o implică.",carne,0.0
en_367,romanian,"Este posibil ca unele părți să nu fie consumate niciodată, iar altele nu sunt procesate în mod normal ca și carne cușer în Statele Unite, din cauza muncii suplimentare pe care o implică.",cușer,1.0
en_368,romanian,"Este posibil ca unele părți să nu fie consumate niciodată, iar altele nu sunt procesate în mod normal ca și carne cușer în Statele Unite, din cauza muncii suplimentare pe care o implică.",normal,0.0
en_369,romanian,"Unii elevi consideră că ablativul este dificil, deoarece uneori seamănă cu nominativul singular, cu dativul plural sau cu niciunul dintre acestea.",nominativul,0.4
en_37,romanian,"Toate celelalte lucruri rămânând fel, nucleofilele sunt, în general, comparate între ele în ceea ce privește reactivitatea relativă.",nucleofilele,1.0
en_370,romanian,"Unii elevi consideră că ablativul este dificil, deoarece uneori seamănă cu nominativul singular, cu dativul plural sau cu niciunul dintre acestea.",dativul,0.2
en_371,romanian,"Unii elevi consideră că ablativul este dificil, deoarece uneori seamănă cu nominativul singular, cu dativul plural sau cu niciunul dintre acestea.",ablativul,1.0
en_372,romanian,Uneori va trebui să manipulați expresii într-o formă utilizabilă înainte de a putea efectua operații de calcul.,efectua,0.0
en_373,romanian,Uneori va trebui să manipulați expresii într-o formă utilizabilă înainte de a putea efectua operații de calcul.,expresii,0.2
en_374,romanian,Uneori va trebui să manipulați expresii într-o formă utilizabilă înainte de a putea efectua operații de calcul.,manipulați,0.1
en_375,romanian,Oțelurile sunt adesea supuse la o varietate de tratamente termice concepute pentru a produce diverse combinații de faze stabile și metastabile ale fierului.,stabile,0.2
en_376,romanian,Oțelurile sunt adesea supuse la o varietate de tratamente termice concepute pentru a produce diverse combinații de faze stabile și metastabile ale fierului.,termice,0.0
en_377,romanian,Oțelurile sunt adesea supuse la o varietate de tratamente termice concepute pentru a produce diverse combinații de faze stabile și metastabile ale fierului.,metastabile,1.0
en_378,romanian,O astfel de cavitate poate oferi numeroase avantaje funcționale.,cavitate,0.2
en_379,romanian,O astfel de cavitate poate oferi numeroase avantaje funcționale.,funcționale,0.2
en_38,romanian,"Toate celelalte lucruri rămânând fel, nucleofilele sunt, în general, comparate între ele în ceea ce privește reactivitatea relativă.",comparate,0.0
en_380,romanian,O astfel de cavitate poate oferi numeroase avantaje funcționale.,numeroase,0.0
en_381,romanian,"Un astfel de acces ar putea fi utilizat pentru autentificarea la conectare, crearea unui nou cont de utilizator sau salvarea de informații textuale pentru a fi recuperate și studiate în viitor.",textuale,0.2
en_382,romanian,"Un astfel de acces ar putea fi utilizat pentru autentificarea la conectare, crearea unui nou cont de utilizator sau salvarea de informații textuale pentru a fi recuperate și studiate în viitor.",conectare,0.0
en_383,romanian,"Un astfel de acces ar putea fi utilizat pentru autentificarea la conectare, crearea unui nou cont de utilizator sau salvarea de informații textuale pentru a fi recuperate și studiate în viitor.",recuperate,0.0
en_384,romanian,"Suzuki Pureharp este unul dintre micile modele de producție care sunt acoperite în lemn, ceea ce produce un sunet moale și plăcut.",moale,0.1
en_385,romanian,"Suzuki Pureharp este unul dintre micile modele de producție care sunt acoperite în lemn, ceea ce produce un sunet moale și plăcut.",micile,0.0
en_386,romanian,"Suzuki Pureharp este unul dintre micile modele de producție care sunt acoperite în lemn, ceea ce produce un sunet moale și plăcut.",plăcut,0.0
en_387,romanian,"Romanii, care au folosit inițial acest stil, l-au considerat greoi și greu de manevrat pe terenul muntos și accidentat al Italiei.",stil,0.2
en_388,romanian,"Romanii, care au folosit inițial acest stil, l-au considerat greoi și greu de manevrat pe terenul muntos și accidentat al Italiei.",muntos,0.0
en_389,romanian,"Romanii, care au folosit inițial acest stil, l-au considerat greoi și greu de manevrat pe terenul muntos și accidentat al Italiei.",manevrat,0.1
en_39,romanian,"De asemenea, coeficientul de frecare variază foarte mult în funcție de care sunt cele două substanțe aflate în contact, precum și de temperatura și netezimea celor două substanțe.",frecare,0.2
en_390,romanian,Clătirea cu alcool nu îndepărtează cristalul violet care maschează colorantul roșu safanin adăugat.,maschează,0.0
en_391,romanian,Clătirea cu alcool nu îndepărtează cristalul violet care maschează colorantul roșu safanin adăugat.,alcool,0.0
en_392,romanian,Clătirea cu alcool nu îndepărtează cristalul violet care maschează colorantul roșu safanin adăugat.,Clătirea,0.0
en_393,romanian,Linia mare și curbată din stânga este îndreptată în mod elaborat spre mine (mi).,îndreptată,0.0
en_394,romanian,Linia mare și curbată din stânga este îndreptată în mod elaborat spre mine (mi).,elaborat,0.2
en_395,romanian,Linia mare și curbată din stânga este îndreptată în mod elaborat spre mine (mi).,curbată,0.0
en_396,romanian,"Unda purtătoare este filtrată, iar un difuzor cântă în funcție de amplitudinea semnalului.",filtrată,0.2
en_397,romanian,"Unda purtătoare este filtrată, iar un difuzor cântă în funcție de amplitudinea semnalului.",difuzor,0.2
en_398,romanian,"Unda purtătoare este filtrată, iar un difuzor cântă în funcție de amplitudinea semnalului.",amplitudinea,0.6
en_399,romanian,Elementul central al mănăstirii renovate a fost un altar dedicat lui Edward.,central,0.0
en_40,romanian,"De asemenea, coeficientul de frecare variază foarte mult în funcție de care sunt cele două substanțe aflate în contact, precum și de temperatura și netezimea celor două substanțe.",netezimea,0.1
en_400,romanian,Elementul central al mănăstirii renovate a fost un altar dedicat lui Edward.,mănăstirii,0.0
en_401,romanian,Elementul central al mănăstirii renovate a fost un altar dedicat lui Edward.,renovate,0.0
en_402,romanian,"Tabloul clasic Playfair este format din patru alfabete, de obicei în aranjament pătrat, două texte în clar și două texte cifrate.",aranjament,0.0
en_403,romanian,"Tabloul clasic Playfair este format din patru alfabete, de obicei în aranjament pătrat, două texte în clar și două texte cifrate.",format,0.0
en_404,romanian,"Tabloul clasic Playfair este format din patru alfabete, de obicei în aranjament pătrat, două texte în clar și două texte cifrate.",Tabloul,0.2
en_405,romanian,"Lucrarea combinată trebuie să conțină doar un singur exemplar al prezentei licențe, iar secțiunile invariabile multiple și identice pot fi înlocuite cu un singur exemplar.",înlocuite,0.0
en_406,romanian,"Lucrarea combinată trebuie să conțină doar un singur exemplar al prezentei licențe, iar secțiunile invariabile multiple și identice pot fi înlocuite cu un singur exemplar.",combinată,0.0
en_407,romanian,"Lucrarea combinată trebuie să conțină doar un singur exemplar al prezentei licențe, iar secțiunile invariabile multiple și identice pot fi înlocuite cu un singur exemplar.",identice,0.0
en_408,romanian,Dezavantajele depășesc beneficiile și nu există studii actuale care să demonstreze că voucherele funcționează.,voucherele,0.2
en_409,romanian,Dezavantajele depășesc beneficiile și nu există studii actuale care să demonstreze că voucherele funcționează.,depășesc,0.0
en_41,romanian,"De asemenea, coeficientul de frecare variază foarte mult în funcție de care sunt cele două substanțe aflate în contact, precum și de temperatura și netezimea celor două substanțe.",variază,0.0
en_410,romanian,Dezavantajele depășesc beneficiile și nu există studii actuale care să demonstreze că voucherele funcționează.,Dezavantajele,0.0
en_411,romanian,"Diagnosticul de schizofrenie nu ar trebui pus în prezența unor simptome depresive sau maniacale extinse, cu excepția cazului în care este clar că simptomele schizofrenice sunt anterioare tulburărilor afective.",Diagnosticul,0.0
en_412,romanian,"Diagnosticul de schizofrenie nu ar trebui pus în prezența unor simptome depresive sau maniacale extinse, cu excepția cazului în care este clar că simptomele schizofrenice sunt anterioare tulburărilor afective.",depresive,0.1
en_413,romanian,"Diagnosticul de schizofrenie nu ar trebui pus în prezența unor simptome depresive sau maniacale extinse, cu excepția cazului în care este clar că simptomele schizofrenice sunt anterioare tulburărilor afective.",anterioare,0.0
en_414,romanian,"Întreaga aplicație asamblată este platforma lor, iar birourile personalului afectat reprezintă domeniul țintă pentru munca lor.",afectat,0.0
en_415,romanian,"Întreaga aplicație asamblată este platforma lor, iar birourile personalului afectat reprezintă domeniul țintă pentru munca lor.",personalului,0.0
en_416,romanian,"Întreaga aplicație asamblată este platforma lor, iar birourile personalului afectat reprezintă domeniul țintă pentru munca lor.",domeniul,0.1
en_417,romanian,"Vacuola alimentară formată, apoi fuzionează cu un lizozom și digeră alimentele.",formată,0.0
en_418,romanian,"Vacuola alimentară formată, apoi fuzionează cu un lizozom și digeră alimentele.",fuzionează,0.6
en_419,romanian,"Vacuola alimentară formată, apoi fuzionează cu un lizozom și digeră alimentele.",digeră,0.1
en_42,romanian,"Deși necesită disciplină, este extrem de important să se lucreze sistematic în sens invers în timp prin lista de registre, epuizând toate sursele pentru fiecare persoană, înainte de a se ocupa de părinții și bunicii acestora.",invers,0.0
en_420,romanian,"Formarea acestui intermediar și reacția ulterioară au, în general, o barieră de energie de activare mult mai mică decât cea necesară pentru reacția directă de transformare a reactanților în produși.",ulterioară,0.0
en_421,romanian,"Formarea acestui intermediar și reacția ulterioară au, în general, o barieră de energie de activare mult mai mică decât cea necesară pentru reacția directă de transformare a reactanților în produși.",barieră,0.3
en_422,romanian,"Formarea acestui intermediar și reacția ulterioară au, în general, o barieră de energie de activare mult mai mică decât cea necesară pentru reacția directă de transformare a reactanților în produși.",intermediar,0.2
en_423,romanian,"Obiectivele acestei proceduri vor fi distribuirea de informații exacte, cu aprobările corecte, folosind tehnologii și strategii suficiente.",aprobările,0.0
en_424,romanian,"Obiectivele acestei proceduri vor fi distribuirea de informații exacte, cu aprobările corecte, folosind tehnologii și strategii suficiente.",suficiente,0.0
en_425,romanian,"Obiectivele acestei proceduri vor fi distribuirea de informații exacte, cu aprobările corecte, folosind tehnologii și strategii suficiente.",distribuirea,0.0
en_426,romanian,Chitara este un instrument de transpoziție și este notată cu o octavă mai sus decât înălțimea sa reală pentru a evita utilizarea clapei de bas în notația standard.,transpoziție,0.8
en_427,romanian,Chitara este un instrument de transpoziție și este notată cu o octavă mai sus decât înălțimea sa reală pentru a evita utilizarea clapei de bas în notația standard.,clapei,0.4
en_428,romanian,Chitara este un instrument de transpoziție și este notată cu o octavă mai sus decât înălțimea sa reală pentru a evita utilizarea clapei de bas în notația standard.,notația,0.1
en_429,romanian,Senzorul Hall și inductorul utilizează o proprietate a câmpului magnetic pentru a detecta curentul printr-un conductor din apropiere.,Senzorul,0.0
en_43,romanian,"Deși necesită disciplină, este extrem de important să se lucreze sistematic în sens invers în timp prin lista de registre, epuizând toate sursele pentru fiecare persoană, înainte de a se ocupa de părinții și bunicii acestora.",epuizând,0.0
en_430,romanian,Senzorul Hall și inductorul utilizează o proprietate a câmpului magnetic pentru a detecta curentul printr-un conductor din apropiere.,magnetic,0.0
en_431,romanian,Senzorul Hall și inductorul utilizează o proprietate a câmpului magnetic pentru a detecta curentul printr-un conductor din apropiere.,Hall,1.0
en_432,romanian,"Eroul a fost apoi chemat să participe la cel de-al doilea rit cel al cuceririi, învingând pe generalul mercenar Claudius.",mercenar,0.0
en_433,romanian,"Eroul a fost apoi chemat să participe la cel de-al doilea rit cel al cuceririi, învingând pe generalul mercenar Claudius.",rit,0.8
en_434,romanian,"Eroul a fost apoi chemat să participe la cel de-al doilea rit cel al cuceririi, învingând pe generalul mercenar Claudius.",învingând,0.0
